natural_language_query,sql_query,column_used,expected_llm_response,expected_llm_response_key_column_match,expected_llm_response_value_column_candidates,ground_truth_column,ground_truth_selection_details,final_column,Table or Retrieval
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","SELECT ""Clinical setting""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Clinical setting"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Clinical setting,"{""setting_normalized"": ""metastatic/advanced""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Durvalumab included in the meta-analysis, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Primary endpoint"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Durvalumab';",Primary endpoint,"{""primary_endpoint_category"": ""PFS""}",,,Primary endpoint,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Durvalumab""}",Primary endpoint,Table
"In Non-Small Cell Lung trials for Pembrolizumab included in the meta-analysis, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","SELECT ""Trial name""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Trial name"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Pembrolizumab';",Trial name,"{""trial_acronym"": ""KEYNOTE-010""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Pembrolizumab""}",no_match,Table
"In Non-Small Cell Lung trials for Durvalumab, Tremelimumab using combination therapy included in the meta-analysis, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","SELECT ""Type of combination""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Type of combination"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Monotherapy/combination"", '')) = 'Combination' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Durvalumab, Tremelimumab';",Type of combination,"{""combo_type_norm"": ""ICI+ICI""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Monotherapy/combination"": ""Combination"", ""Name of ICI"": ""Durvalumab, Tremelimumab""}",no_match,Table
"For Ipilimumab trials in Phase 2 included in the meta-analysis, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","SELECT ""Follow-up duration for primary endpoint(s) in months | Overall""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Follow-up duration for primary endpoint(s) in months | Overall"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab' AND TRIM(COALESCE(""Trial phase"", '')) = 'Phase 2';",Follow-up duration for primary endpoint(s) in months | Overall,"{""maturity"": ""immature""}",,,no_match,"{""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab"", ""Trial phase"": ""Phase 2""}",no_match,Table
"For Ipilimumab trials in Phase 2 included in the meta-analysis, bucket overall follow-up months into <12, 12–23, or ≥24.","SELECT ""Follow-up duration for primary endpoint(s) in months | Overall""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Follow-up duration for primary endpoint(s) in months | Overall"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab' AND TRIM(COALESCE(""Trial phase"", '')) = 'Phase 2';",Follow-up duration for primary endpoint(s) in months | Overall,"{""followup_bucket"": ""<12""}",,,no_match,"{""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab"", ""Trial phase"": ""Phase 2""}",no_match,Table
"In Colorectal trials using combination therapy, map the generic ICI name to its brand name.","SELECT ""Name of ICI""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Name of ICI"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Colorectal' AND TRIM(COALESCE(""Included in MA"", '')) = 'No' AND TRIM(COALESCE(""Monotherapy/combination"", '')) = 'Combination';",Name of ICI,"{""brand_name"": ""Tecentriq""}",,,no_match,"{""Cancer type"": ""Colorectal"", ""Included in MA"": ""No"", ""Monotherapy/combination"": ""Combination""}",no_match,Table
"In Colorectal trials using combination therapy, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","SELECT ""Name of ICI""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Name of ICI"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Colorectal' AND TRIM(COALESCE(""Included in MA"", '')) = 'No' AND TRIM(COALESCE(""Monotherapy/combination"", '')) = 'Combination';",Name of ICI,"{""class"": ""PD-L1""}",,,Class of ICI,"{""Cancer type"": ""Colorectal"", ""Included in MA"": ""No"", ""Monotherapy/combination"": ""Combination""}",Class of ICI,Table
"For Pembrolizumab trials in Phase 2, extract the dosing schedule from the treatment regimen.","SELECT ""Treatment regimen""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Treatment regimen"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Included in MA"", '')) = 'No' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Pembrolizumab' AND TRIM(COALESCE(""Trial phase"", '')) = 'Phase 2';",Treatment regimen,"{""schedule"": ""q3w""}",,,no_match,"{""Included in MA"": ""No"", ""Name of ICI"": ""Pembrolizumab"", ""Trial phase"": ""Phase 2""}",no_match,Table
"In Non-Small Cell Lung trials for Atezolizumab with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","SELECT ""Control regimen""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Control regimen"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Control arm"", '')) = 'Chemo' AND TRIM(COALESCE(""Included in MA"", '')) = 'No' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Atezolizumab';",Control regimen,"{""control_drugs"": [""docetaxel""]}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Control arm"": ""Chemo"", ""Included in MA"": ""No"", ""Name of ICI"": ""Atezolizumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab using ICI+Chemo, identify whether cisplatin or carboplatin was used in the treatment regimen.","SELECT ""Treatment regimen""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Treatment regimen"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab' AND TRIM(COALESCE(""Type of combination"", '')) = 'ICI+Chemo';",Treatment regimen,"{""platinum_agent"": ""carboplatin""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Name of ICI"": ""Ipilimumab"", ""Type of combination"": ""ICI+Chemo""}",no_match,Table
"In Head and Neck trials for Durvalumab, Tremelimumab included in the meta-analysis, bucket trial phase into early (1/1b/2) vs late (3/4).","SELECT ""Trial phase""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Trial phase"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Head and Neck' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Durvalumab, Tremelimumab';",Trial phase,"{""phase_bucket"": ""late""}",,,no_match,"{""Cancer type"": ""Head and Neck"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Durvalumab, Tremelimumab""}",no_match,Table
"For Ipilimumab trials in Phase 2 with chemotherapy control, identify the specific regimen name(s) represented in the control regimen.","SELECT ""Control regimen""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Control regimen"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Control arm"", '')) = 'Chemo' AND TRIM(COALESCE(""Included in MA"", '')) = 'No' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab' AND TRIM(COALESCE(""Trial phase"", '')) = 'Phase 2';",Control regimen,"{""specific_regimens"": [""FOLFIRINOX""]}",,,no_match,"{""Control arm"": ""Chemo"", ""Included in MA"": ""No"", ""Name of ICI"": ""Ipilimumab"", ""Trial phase"": ""Phase 2""}",no_match,Table
"In Small Cell Lung trials with chemotherapy control included in the meta-analysis, identify the chemotherapy backbone from the control regimen (e.g., FOLFOX/CAPOX).","SELECT ""Control regimen""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Control regimen"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Small Cell Lung' AND TRIM(COALESCE(""Control arm"", '')) = 'Chemo' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes';",Control regimen,"{""control_backbone"": ""Carboplatin+Paclitaxel""}",,,no_match,"{""Cancer type"": ""Small Cell Lung"", ""Control arm"": ""Chemo"", ""Included in MA"": ""Yes""}",no_match,Table
"In Non-Small Cell Lung trials for Durvalumab included in the meta-analysis, determine whether the listed endpoint is primary or secondary based on the endpoint text.","SELECT ""Secondary endpoint""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Secondary endpoint"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Durvalumab';",Secondary endpoint,"{""endpoint_role"": ""secondary""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Durvalumab""}",no_match,Table
"In Melanoma trials in Phase 3 for Ipilimumab using combination therapy, list additional agents in the treatment regimen beyond the ICI.","SELECT ""Treatment regimen""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Treatment regimen"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Melanoma' AND TRIM(COALESCE(""Monotherapy/combination"", '')) = 'Combination' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab' AND TRIM(COALESCE(""Trial phase"", '')) = 'Phase 3';",Treatment regimen,"{""added_agents"": [""dacarbazine""]}",,,no_match,"{""Cancer type"": ""Melanoma"", ""Monotherapy/combination"": ""Combination"", ""Name of ICI"": ""Ipilimumab"", ""Trial phase"": ""Phase 3""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, construct a PubMed URL from the PubMed ID.","SELECT ""PubMed ID""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""PubMed ID"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",PubMed ID,"{""pubmed_url"": ""https://pubmed.ncbi.nlm.nih.gov/22547592/""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, for composite or co-primary endpoints, list the individual components from the primary endpoint text.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Primary endpoint"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Primary endpoint,"{""components"": [""PFS""]}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, bucket the publication year into: ≤2014, 2015–2018, ≥2019.","SELECT ""Year""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Year"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Year,"{""era"": ""≤2014""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, bucket total sample size as small(<100), medium(100–299), or large(≥300).","SELECT ""Total sample size""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Total sample size"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Total sample size,"{""size_bucket"": ""medium""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, interpret the PD-L1 requirement flag as boolean true/false.","SELECT ""Is PD-L1 positivity inclusion criteria""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Is PD-L1 positivity inclusion criteria"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Is PD-L1 positivity inclusion criteria,"{""pd_l1_required"": false}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.","SELECT ""Number of arms""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Number of arms"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Number of arms,"{""arm_category"": ""≥3-arm""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, classify the control arm as active, placebo, or best supportive care.","SELECT ""Control arm""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Control arm"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Control arm,"{""control_category"": ""active""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Durvalumab included in the meta-analysis, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.","SELECT ""Secondary endpoint""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Secondary endpoint"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Durvalumab';",Secondary endpoint,"{""irAE_assessed"": false}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Durvalumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, convert 'Original/Follow up' status into a boolean is_follow_up.","SELECT ""Originial publication or Follow-up""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Originial publication or Follow-up"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Originial publication or Follow-up,"{""is_follow_up"": false}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, convert 'Type of therapy' into is_combination = true/false.","SELECT ""Type of therapy""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Type of therapy"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Type of therapy,"{""is_combination"": true}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",no_match,Table
"In Non-Small Cell Lung trials for Pembrolizumab included in the meta-analysis, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","SELECT ""Clinical setting""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Clinical setting"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Pembrolizumab';",Clinical setting,"{""setting_normalized"": ""metastatic/advanced""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Pembrolizumab""}",no_match,Table
"In Non-Small Cell Lung trials for Ipilimumab included in the meta-analysis, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","SELECT ""Primary endpoint""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Primary endpoint"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Ipilimumab';",Primary endpoint,"{""primary_endpoint_category"": ""PFS""}",,,Primary endpoint,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Name of ICI"": ""Ipilimumab""}",Primary endpoint,Table
"In Non-Small Cell Lung trials in Phase 3 for Nivolumab, Ipilimumab, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","SELECT ""Trial name""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Trial name"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Nivolumab, Ipilimumab' AND TRIM(COALESCE(""Trial phase"", '')) = 'Phase 3';",Trial name,"{""trial_acronym"": ""CHECKMATE-227""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Name of ICI"": ""Nivolumab, Ipilimumab"", ""Trial phase"": ""Phase 3""}",no_match,Table
"In Non-Small Cell Lung trials for Nivolumab, Ipilimumab using combination therapy included in the meta-analysis, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","SELECT ""Type of combination""
FROM clinical_trials
WHERE LOWER(TRIM(COALESCE(""Type of combination"", ''))) NOT IN ('', 'none', 'null', 'nan') AND TRIM(COALESCE(""Cancer type"", '')) = 'Non-Small Cell Lung' AND TRIM(COALESCE(""Included in MA"", '')) = 'Yes' AND TRIM(COALESCE(""Monotherapy/combination"", '')) = 'Combination' AND TRIM(COALESCE(""Name of ICI"", '')) = 'Nivolumab, Ipilimumab';",Type of combination,"{""combo_type_norm"": ""ICI+ICI""}",,,no_match,"{""Cancer type"": ""Non-Small Cell Lung"", ""Included in MA"": ""Yes"", ""Monotherapy/combination"": ""Combination"", ""Name of ICI"": ""Nivolumab, Ipilimumab""}",no_match,Table
